ID_Cliente,Primeiro Nome,Sobrenome,Data Nascimento,Estado Civil,Genero,Educacao,ID_Cidade
12939,Denise,Sanchez,5-5-1962,Casado(a),Feminino,Pós-graduação,31
12940,Karla,Chavez,6-2-1961,Casado(a),Feminino,Pós-graduação,17
12941,Jacqueline,Wood,7-11-1958,Casado(a),Feminino,Mestrado,30
12942,Jenny,Shan,5-10-1958,Casado(a),Feminino,Mestrado,9
12943,Derrick,Serrano,4-7-1958,Solteiro(a),Masculino,Mestrado,8
12944,Kellie,Sanz,10-11-1958,Solteiro(a),Feminino,Mestrado,16
12945,Roy,Alvarez,6-16-1936,Casado(a),Masculino,Pós-graduação,4
12946,Carla,Arthur,9-15-1960,Casado(a),Feminino,Pós-graduação,9
12947,Jorge,Zhao,2-2-1960,Casado(a),Masculino,Pós-graduação,13
12948,Suzanne,Lu,10-24-1956,Solteiro(a),Feminino,Pós-graduação,18
12949,Tony,Nara,11-6-1953,Casado(a),Masculino,Mestrado,9
12950,Dalton,Nicholls,8-10-1976,Casado(a),Masculino,Ensino Médio,3
12951,Katelyn,Ramirez,9-21-1976,Casado(a),Feminino,Ensino Médio,6
12952,Jose,Henderson,2-3-1976,Solteiro(a),Masculino,Ensino Médio,30
12953,Masaki,Umeda,4-11-1975,Casado(a),Feminino,Ensino Médio,1
12954,Gavin,Stone,7-26-1975,Solteiro(a),Masculino,Ensino Médio,22
12955,Trevor,Russell,1-11-1975,Solteiro(a),Masculino,Ensino Médio,9
12956,Morgan,Perry,11-17-1980,Solteiro(a),Feminino,Ensino Médio,10
12957,Xavier,Sanders,9-3-1980,Casado(a),Masculino,Ensino Médio,3
12958,Sean,Gray,6-27-1980,Solteiro(a),Masculino,Ensino Médio,4
12959,Barbara,Zhao,9-14-1980,Casado(a),Feminino,Ensino Médio,7
12960,Gabriel,Yang,5-16-1980,Solteiro(a),Masculino,Ensino Médio,27
12961,Jacob,Williams,6-21-1980,Casado(a),Masculino,Ensino Médio,5
12962,Miguel,Wood,5-26-1979,Casado(a),Masculino,Ensino Médio,15
12963,Charles,Johnston,11-17-1980,Solteiro(a),Masculino,Ensino Médio,18
12964,Cole,Morris,1-21-1980,Casado(a),Masculino,Ensino Médio,22
12965,Tommy,Nara,6-13-1937,Casado(a),Masculino,Pós-graduação,28
12966,Mariah,Long,10-1-1937,Casado(a),Feminino,Pós-graduação,31
12967,Nicole,White,2-9-1979,Solteiro(a),Feminino,Ensino Fundamental,28
12968,Natalie,Flores,6-25-1978,Solteiro(a),Feminino,Ensino Médio,15
12969,Douglas,Srini,9-6-1938,Casado(a),Masculino,Mestrado,28
12970,Emma,Martinez,3-23-1938,Solteiro(a),Feminino,Mestrado,1
12971,Melissa,Hayes,6-6-1977,Solteiro(a),Feminino,Ensino Médio,19
12972,Kelly,Alexander,9-20-1977,Solteiro(a),Feminino,Ensino Médio,21
12973,Steven,Selikoff,5-2-1979,Solteiro(a),Feminino,Ensino Médio,17
12974,Ramon,Lu,9-3-1939,Casado(a),Masculino,Pós-graduação,10
12975,Cory,Weber,6-27-1939,Casado(a),Masculino,Mestrado,11
12976,Elijah,Li,10-26-1940,Casado(a),Masculino,Mestrado,9
12977,Alan,Xu,9-7-1940,Casado(a),Masculino,Mestrado,8
12978,Mitchell,Pal,11-12-1940,Casado(a),Masculino,Mestrado,2
12979,Ariana,Stewart,5-20-1942,Casado(a),Feminino,Mestrado,28
12980,Lacey,Guo,6-15-1942,Casado(a),Feminino,Mestrado,20
12981,Krista,Moreno,11-24-1942,Solteiro(a),Feminino,Ensino Superior,25
12982,Brianna,Peterson,11-5-1976,Solteiro(a),Feminino,Ensino Médio,4
12983,Alexander,Davis,6-14-1975,Solteiro(a),Masculino,Ensino Médio,6
12984,Patrick,Peterson,6-1-1975,Solteiro(a),Masculino,Ensino Médio,3
12985,Aaron,Coleman,5-10-1974,Solteiro(a),Masculino,Pós-graduação,17
12986,Seth,Sanders,5-11-1974,Casado(a),Masculino,Pós-graduação,15
12987,Aaron,Scott,12-13-1973,Casado(a),Masculino,Pós-graduação,18
12988,Mason,Wright,2-27-1973,Solteiro(a),Masculino,Pós-graduação,23
12989,Rachel,Harris,2-23-1972,Solteiro(a),Feminino,Pós-graduação,21
12990,Alex,Bell,12-5-1972,Solteiro(a),Masculino,Mestrado,30
12991,Olivia,James,7-26-1972,Casado(a),Feminino,Mestrado,19
12992,Richard,Allen,9-18-1968,Casado(a),Masculino,Mestrado,12
12993,Mackenzie,Cox,7-3-1967,Casado(a),Feminino,Ensino Superior,19
12994,Justin,Perry,11-18-1967,Casado(a),Masculino,Ensino Superior,22
12995,Jasmine,Bell,7-3-1967,Casado(a),Feminino,Ensino Superior,22
12996,Sydney,Alexander,8-11-1959,Solteiro(a),Feminino,Ensino Superior,17
12997,Angel,Ward,12-12-1972,Solteiro(a),Masculino,Pós-graduação,29
12998,Franklin,Ferrier,7-26-1972,Casado(a),Masculino,Ensino Superior,16
12999,Juan,Suarez,11-4-1973,Casado(a),Masculino,Ensino Superior,13
13000,Thomas,Davis,5-23-1973,Casado(a),Masculino,Ensino Superior,6
13001,Dalton,White,7-7-1973,Casado(a),Masculino,Ensino Superior,30
13002,Summer,Arun,8-4-1973,Solteiro(a),Feminino,Ensino Superior,6
13003,Rafael,Liu,4-5-1973,Casado(a),Masculino,Ensino Superior,17
13004,Eduardo,Barnes,7-10-1973,Casado(a),Masculino,Ensino Superior,21
13005,Tyler,Walker,10-24-1971,Casado(a),Masculino,Ensino Superior,25
13006,Charles,Rogers,9-22-1971,Casado(a),Masculino,Ensino Superior,13
13007,Ian,Walker,12-24-1972,Casado(a),Masculino,Ensino Superior,13
13008,Morgan,Parker,1-15-1972,Casado(a),Feminino,Ensino Superior,14
13009,David,Lal,11-6-1972,Casado(a),Masculino,Ensino Superior,24
13010,Eduardo,Perry,2-11-1972,Solteiro(a),Masculino,Ensino Superior,17
13011,Sarah,Russell,9-17-1972,Casado(a),Feminino,Ensino Superior,1
13012,Dalton,Lewis,3-22-1970,Casado(a),Masculino,Mestrado,14
13013,Cameron,Simmons,9-4-1944,Casado(a),Masculino,Mestrado,8
13014,Blake,Hayes,9-3-1944,Solteiro(a),Masculino,Ensino Superior,17
13015,Morgan,Watson,10-27-1944,Casado(a),Feminino,Mestrado,27
13016,Carlos,Bailey,9-24-1945,Casado(a),Masculino,Mestrado,7
13017,Dylan,Chen,6-18-1945,Casado(a),Masculino,Mestrado,20
13018,Lucas,Clark,2-21-1946,Casado(a),Masculino,Mestrado,5
13019,Grace,Barnes,12-7-1946,Casado(a),Feminino,Mestrado,27
13020,Chloe,Long,2-10-1946,Casado(a),Feminino,Mestrado,9
13021,Christian,Lee,8-12-1946,Casado(a),Masculino,Mestrado,11
13022,Lucas,Reed,9-24-1946,Casado(a),Masculino,Mestrado,15
13023,Nicole,Jackson,4-26-1946,Solteiro(a),Feminino,Mestrado,23
13024,Ronnie,Gao,4-14-1947,Casado(a),Masculino,Mestrado,26
13025,Jennifer,Harris,9-21-1947,Casado(a),Feminino,Mestrado,26
13026,Hunter,Lopez,2-10-1947,Casado(a),Masculino,Mestrado,21
13027,Leonard,Yuan,5-7-1947,Solteiro(a),Masculino,Mestrado,30
13028,Maria,Torres,6-10-1947,Casado(a),Feminino,Mestrado,21
13029,Savannah,Hernandez,5-7-1947,Solteiro(a),Feminino,Mestrado,10
13030,Taylor,Cook,4-20-1947,Casado(a),Feminino,Mestrado,29
13031,Regina,Garcia,5-4-1947,Casado(a),Feminino,Mestrado,25
13032,Kaitlyn,Martin,6-5-1948,Solteiro(a),Feminino,Pós-graduação,13
13033,Evan,Reed,11-18-1948,Casado(a),Masculino,Pós-graduação,31
13034,Latasha,Martin,5-4-1948,Casado(a),Feminino,Mestrado,16
13035,Stephanie,Gonzales,10-7-1948,Casado(a),Feminino,Mestrado,24
13036,Jordan,Roberts,6-21-1949,Casado(a),Feminino,Ensino Médio,29
13037,Jasmine,Henderson,1-22-1949,Solteiro(a),Feminino,Pós-graduação,5
13038,Lucas,Allen,7-12-1949,Solteiro(a),Masculino,Pós-graduação,22
13039,Marcus,Peterson,7-21-1949,Casado(a),Masculino,Pós-graduação,7
13040,Adam,Zhang,12-20-1950,Casado(a),Masculino,Ensino Médio,8
13041,Fernando,Allen,3-14-1950,Solteiro(a),Masculino,Ensino Médio,7
13042,Louis,Zhao,8-4-1950,Casado(a),Masculino,Pós-graduação,22
13043,Virginia,Suri,10-5-1950,Casado(a),Feminino,Pós-graduação,31
13044,Jessica,Long,10-4-1950,Casado(a),Feminino,Pós-graduação,26
13045,Bailey,Sanders,6-24-1950,Solteiro(a),Feminino,Pós-graduação,16
13046,Michael,Rodriguez,9-1-1951,Casado(a),Masculino,Ensino Médio,2
13047,Luis,Zhang,4-19-1951,Casado(a),Masculino,Pós-graduação,13
13048,Alexa,Richardson,9-13-1951,Casado(a),Feminino,Pós-graduação,1
13049,Carson,Diaz,4-14-1951,Casado(a),Masculino,Pós-graduação,4
13050,Isabella,Collins,8-12-1951,Solteiro(a),Feminino,Pós-graduação,14
13051,Jacob,Brown,5-10-1951,Casado(a),Masculino,Pós-graduação,8
13052,Julia,Miller,3-11-1951,Casado(a),Feminino,Pós-graduação,10
13053,Evan,Peterson,12-20-1951,Casado(a),Masculino,Pós-graduação,18
13054,Gabrielle,Reed,2-3-1951,Casado(a),Feminino,Pós-graduação,13
13055,Dalton,Cox,7-3-1952,Casado(a),Masculino,Pós-graduação,6
13056,Isabella,Gray,1-13-1952,Casado(a),Feminino,Pós-graduação,30
13057,Mary,Carter,7-20-1958,Casado(a),Feminino,Mestrado,13
13058,Marshall,Lin,11-28-1958,Casado(a),Masculino,Pós-graduação,31
13059,Stacy,Ruiz,7-20-1958,Casado(a),Feminino,Pós-graduação,2
13060,Randall,Munoz,5-17-1957,Casado(a),Masculino,Ensino Médio,17
13061,Susan,Zeng,8-4-1957,Casado(a),Feminino,Ensino Médio,7
13062,Roberto,Vazquez,11-12-1957,Casado(a),Masculino,Pós-graduação,31
13063,Jeffery,Chen,2-18-1957,Casado(a),Masculino,Mestrado,2
13064,Logan,Mitchell,2-10-1956,Casado(a),Masculino,Ensino Médio,29
13065,Wayne,Lal,4-27-1956,Casado(a),Masculino,Ensino Médio,26
13066,Alexandra,Hall,10-21-1955,Casado(a),Feminino,Pós-graduação,13
13067,Theodore,Vazquez,5-12-1955,Casado(a),Masculino,Pós-graduação,23
13068,Isaiah,Parker,6-12-1932,Solteiro(a),Masculino,Ensino Superior,31
13069,Richard,Cooper,8-24-1932,Casado(a),Masculino,Ensino Superior,18
13070,Morgan,Peterson,7-21-1933,Solteiro(a),Feminino,Ensino Superior,29
13071,Noah,Nelson,10-14-1933,Casado(a),Masculino,Ensino Superior,13
13072,David,Thomas,11-22-1965,Casado(a),Masculino,Pós-graduação,13
13073,Elizabeth,Jackson,10-23-1965,Casado(a),Feminino,Pós-graduação,17
13074,Jonathan,Griffin,1-16-1965,Solteiro(a),Masculino,Mestrado,23
13075,Julia,Ross,6-19-1965,Casado(a),Feminino,Ensino Superior,23
13076,Xavier,Torres,3-14-1964,Casado(a),Masculino,Mestrado,29
13077,James,Turner,11-16-1964,Casado(a),Masculino,Pós-graduação,3
13078,Jenny,Yang,4-9-1964,Casado(a),Feminino,Mestrado,31
13079,Jimmy,Ramos,2-16-1964,Solteiro(a),Masculino,Ensino Superior,30
13080,Emma,Robinson,7-25-1964,Casado(a),Feminino,Mestrado,27
13081,Andrea,Adams,9-15-1964,Solteiro(a),Feminino,Ensino Superior,27
13082,James,Phillips,5-9-1963,Solteiro(a),Masculino,Pós-graduação,24
13083,Eduardo,Hall,3-23-1963,Casado(a),Masculino,Pós-graduação,8
13084,Jessica,Thomas,4-7-1963,Solteiro(a),Feminino,Pós-graduação,20
13085,Jonathan,Collins,9-28-1963,Casado(a),Masculino,Pós-graduação,24
13086,Jessica,Jenkins,10-2-1963,Solteiro(a),Feminino,Pós-graduação,23
13087,Kevin,Hayes,4-1-1963,Solteiro(a),Masculino,Pós-graduação,5
13088,Kate,She,6-7-1963,Solteiro(a),Feminino,Mestrado,15
13089,Christina,Bailey,2-20-1963,Solteiro(a),Feminino,Mestrado,17
13090,Seth,Adams,8-27-1963,Casado(a),Masculino,Ensino Superior,17
13091,Evelyn,Srini,11-13-1962,Casado(a),Feminino,Pós-graduação,1
13092,Erin,Rivera,12-11-1962,Casado(a),Feminino,Pós-graduação,20
13093,Lawrence,Munoz,12-18-1962,Casado(a),Masculino,Pós-graduação,21
13094,Jan,Lopez,8-13-1962,Casado(a),Feminino,Pós-graduação,28
13095,Jack,Kumar,8-21-1962,Solteiro(a),Masculino,Pós-graduação,22
13096,Haley,Rogers,3-17-1962,Casado(a),Feminino,Mestrado,1
13097,Luis,Sharma,6-10-1962,Solteiro(a),Masculino,Mestrado,30
13098,Timothy,Nelson,12-20-1962,Casado(a),Masculino,Mestrado,5
13099,Kaitlyn,Clark,8-11-1961,Casado(a),Feminino,Pós-graduação,29
13100,Grace,Ramirez,5-6-1961,Solteiro(a),Feminino,Pós-graduação,10
13101,Jordyn,Diaz,6-6-1961,Casado(a),Feminino,Ensino Médio,9
13102,Alexandra,Parker,10-26-1961,Casado(a),Feminino,Mestrado,5
13103,Katelyn,King,8-26-1961,Solteiro(a),Feminino,Mestrado,12
13104,Xavier,Jackson,2-4-1961,Casado(a),Masculino,Mestrado,25
13105,Vanessa,Patterson,2-1-1961,Casado(a),Feminino,Ensino Superior,20
13106,Andrea,Morgan,10-2-1955,Casado(a),Feminino,Ensino Médio,7
13107,Anna,Clark,2-11-1955,Casado(a),Feminino,Ensino Médio,3
13108,Samuel,Taylor,2-27-1954,Casado(a),Masculino,Ensino Fundamental,31
13109,Damien,Deng,3-14-1935,Casado(a),Masculino,Ensino Médio,11
13110,Leslie,Munoz,9-1-1935,Solteiro(a),Feminino,Mestrado,24
13111,Samantha,Diaz,2-27-1935,Casado(a),Feminino,Mestrado,27
13112,Jackson,Sharma,6-5-1936,Casado(a),Masculino,Pós-graduação,8
13113,Katelyn,Adams,9-2-1936,Solteiro(a),Feminino,Ensino Superior,1
13114,Devin,Young,11-19-1936,Solteiro(a),Masculino,Ensino Superior,24
13115,Morgan,Taylor,2-28-1936,Solteiro(a),Feminino,Ensino Superior,10
13116,Edgar,Patel,11-22-1936,Casado(a),Masculino,Ensino Superior,28
13117,Ruben,Alonso,2-11-1936,Casado(a),Masculino,Ensino Superior,2
13118,Robert,Young,6-15-1960,Solteiro(a),Masculino,Pós-graduação,31
13119,Tyler,Davis,12-28-1960,Solteiro(a),Masculino,Ensino Médio,18
13120,Richard,Miller,8-8-1954,Casado(a),Masculino,Ensino Médio,28
13121,Garrett,Cook,6-6-1954,Casado(a),Masculino,Ensino Fundamental,6
13122,Aidan,Flores,10-19-1954,Casado(a),Masculino,Ensino Fundamental,15
13123,Cody,Rivera,8-11-1954,Casado(a),Masculino,Ensino Fundamental,11
13124,Arianna,Hughes,2-18-1954,Solteiro(a),Feminino,Ensino Fundamental,13
13125,Daniel,Rodriguez,9-6-1954,Solteiro(a),Masculino,Ensino Fundamental,1
13126,Timothy,Reed,3-3-1954,Casado(a),Masculino,Ensino Fundamental,8
13127,Natalie,Gonzales,11-9-1954,Casado(a),Feminino,Ensino Médio,14
13128,Rebecca,Evans,2-10-1954,Casado(a),Feminino,Ensino Médio,31
13129,Isaac,Howard,7-3-1953,Solteiro(a),Masculino,Ensino Superior,30
13130,Abigail,Walker,2-12-1953,Solteiro(a),Feminino,Ensino Superior,15
13131,Chloe,Gonzales,6-15-1952,Casado(a),Feminino,Pós-graduação,2
13132,Natalie,Perez,10-21-1952,Casado(a),Feminino,Pós-graduação,24
13133,Lauren,Torres,8-22-1952,Solteiro(a),Feminino,Pós-graduação,7
13134,Angel,Reed,5-10-1952,Casado(a),Masculino,Pós-graduação,26
13135,Whitney,Sanchez,10-1-1937,Casado(a),Feminino,Ensino Superior,22
13136,Miguel,Jones,11-21-1937,Casado(a),Masculino,Ensino Superior,5
13137,Ricky,Munoz,10-24-1937,Casado(a),Masculino,Mestrado,4
13138,Shawn,She,10-7-1938,Solteiro(a),Masculino,Mestrado,3
13139,Ian,Wright,8-2-1938,Solteiro(a),Masculino,Ensino Superior,18
13140,Arianna,Bailey,7-11-1938,Casado(a),Feminino,Ensino Superior,13
13141,Janet,Stewart,4-10-1938,Casado(a),Feminino,Mestrado,24
13142,Brittany,Flores,8-12-1938,Casado(a),Feminino,Ensino Superior,4
13143,Sarah,Hall,3-21-1939,Solteiro(a),Feminino,Ensino Superior,7
13144,Kristi,Patel,6-2-1939,Solteiro(a),Feminino,Ensino Superior,14
13145,Chloe,Walker,11-10-1939,Casado(a),Feminino,Mestrado,11
13146,Ryan,Diaz,6-14-1939,Casado(a),Masculino,Ensino Superior,30
13147,Caleb,Patterson,4-19-1940,Casado(a),Masculino,Mestrado,30
13148,Dalton,Patterson,3-7-1940,Casado(a),Masculino,Mestrado,1
13149,Marcus,Flores,11-12-1940,Solteiro(a),Masculino,Ensino Superior,19
13150,Alexandra,Campbell,10-24-1968,Casado(a),Feminino,Mestrado,29
13151,Mason,Phillips,9-6-1968,Casado(a),Masculino,Mestrado,11
13152,Cheryl,Dominguez,6-23-1968,Solteiro(a),Feminino,Ensino Superior,15
13153,Brett,Subram,2-3-1968,Casado(a),Masculino,Mestrado,18
13154,Alexandria,Cox,8-11-1979,Solteiro(a),Feminino,Ensino Médio,2
13155,Kaitlin,Sullivan,10-18-1944,Casado(a),Feminino,Ensino Médio,29
13156,Eduardo,Stewart,1-17-1979,Casado(a),Masculino,Pós-graduação,20
13157,Edwin,Jai,11-14-1978,Casado(a),Masculino,Ensino Médio,1
13158,Emma,Jackson,2-2-1978,Solteiro(a),Feminino,Pós-graduação,10
13159,Connor,Gonzales,11-9-1978,Solteiro(a),Masculino,Pós-graduação,20
13160,Julia,Price,11-5-1978,Solteiro(a),Feminino,Pós-graduação,19
13161,Spencer,Patterson,7-21-1978,Solteiro(a),Masculino,Pós-graduação,9
13162,Rodney,Sanz,2-26-1945,Casado(a),Masculino,Ensino Fundamental,3
13163,Rebekah,Gonzalez,4-21-1945,Casado(a),Feminino,Ensino Médio,1
13164,Bryan,Stewart,10-21-1946,Solteiro(a),Masculino,Pós-graduação,18
13165,Savannah,Scott,6-12-1946,Casado(a),Feminino,Pós-graduação,14
13166,Kristen,Zhao,7-9-1947,Solteiro(a),Feminino,Ensino Médio,23
13167,Dalton,Lee,9-14-1947,Solteiro(a),Masculino,Pós-graduação,21
13168,Adam,King,7-10-1962,Casado(a),Masculino,Ensino Superior,17
13169,Donald,Arun,7-22-1962,Solteiro(a),Masculino,Ensino Superior,6
13170,Michele,Vazquez,6-10-1962,Solteiro(a),Feminino,Ensino Superior,15
13171,Bruce,Perez,3-1-1962,Solteiro(a),Masculino,Ensino Superior,6
13172,Alice,Serventi,8-3-1936,Casado(a),Feminino,Ensino Superior,31
13173,Craig,Rubio,8-28-1962,Casado(a),Masculino,Ensino Superior,28
13174,Abigail,Williams,5-11-1958,Solteiro(a),Feminino,Mestrado,5
13175,Bailey,Evans,12-10-1957,Casado(a),Feminino,Pós-graduação,29
13176,Jenny,Zeng,11-1-1957,Solteiro(a),Feminino,Mestrado,4
13177,Amy,Yang,9-19-1956,Casado(a),Feminino,Pós-graduação,30
13178,Kaitlyn,Bennett,4-4-1954,Casado(a),Feminino,Pós-graduação,29
13179,Veronica,Garcia,8-28-1938,Casado(a),Feminino,Mestrado,18
13180,Alejandro,Raji,5-7-1938,Solteiro(a),Masculino,Mestrado,29
13181,Brianna,Kelly,5-14-1938,Solteiro(a),Feminino,Ensino Superior,24
13182,Teresa,Diaz,7-26-1938,Casado(a),Feminino,Ensino Superior,17
13183,Savannah,Stewart,4-4-1970,Casado(a),Feminino,Mestrado,30
13184,Emma,Lee,9-15-1970,Casado(a),Feminino,Mestrado,19
13185,Luis,Flores,4-16-1970,Casado(a),Masculino,Mestrado,31
13186,Connor,Edwards,11-15-1970,Casado(a),Masculino,Mestrado,20
13187,Cassidy,Bennett,10-2-1970,Casado(a),Feminino,Mestrado,14
13188,Thomas,Martin,10-22-1970,Casado(a),Masculino,Mestrado,29
13189,Paige,Ward,10-4-1970,Casado(a),Feminino,Ensino Superior,17
13190,Fernando,Davis,5-27-1970,Solteiro(a),Masculino,Ensino Superior,5
13191,Nathaniel,Bradley,8-18-1969,Casado(a),Masculino,Mestrado,20
13192,Austin,Flores,1-9-1969,Casado(a),Masculino,Mestrado,31
13193,Seth,Wilson,11-20-1969,Casado(a),Masculino,Ensino Superior,28
13194,Pedro,Torres,11-2-1971,Casado(a),Masculino,Ensino Superior,30
13195,Carson,Foster,2-8-1971,Casado(a),Masculino,Ensino Superior,10
13196,Paige,Gray,9-7-1971,Casado(a),Feminino,Ensino Superior,9
13197,Faith,Perry,6-16-1971,Casado(a),Feminino,Ensino Superior,12
13198,Zachary,Coleman,8-25-1969,Casado(a),Masculino,Ensino Superior,26
13199,Faith,Hughes,1-27-1969,Casado(a),Feminino,Ensino Superior,24
13200,Gavin,Wood,5-20-1969,Casado(a),Masculino,Ensino Superior,7
13201,Kristi,Romero,3-2-1968,Solteiro(a),Feminino,Mestrado,23
13202,Amanda,Diaz,6-11-1967,Casado(a),Feminino,Ensino Médio,18
13203,Noah,Hernandez,2-15-1970,Solteiro(a),Masculino,Ensino Superior,30
13204,Ian,Griffin,2-15-1970,Solteiro(a),Masculino,Ensino Superior,1
13205,Jackson,Turner,9-2-1970,Casado(a),Masculino,Ensino Superior,19
13206,Katherine,Foster,8-16-1967,Solteiro(a),Feminino,Mestrado,26
13207,Alexia,Bryant,9-17-1967,Solteiro(a),Feminino,Mestrado,11
13208,Lucas,Hernandez,4-10-1967,Solteiro(a),Masculino,Mestrado,13
13209,Katherine,Collins,3-27-1967,Solteiro(a),Feminino,Mestrado,3
13210,Paige,Rivera,6-28-1967,Solteiro(a),Feminino,Mestrado,2
13211,Benjamin,Lee,6-10-1966,Casado(a),Masculino,Mestrado,29
13212,Sandra,Xu,3-10-1966,Solteiro(a),Feminino,Mestrado,28
13213,Noah,Adams,10-6-1966,Solteiro(a),Masculino,Ensino Superior,21
13214,Jeremy,Rivera,4-4-1966,Casado(a),Masculino,Ensino Superior,18
13215,Kaitlyn,Rogers,8-3-1966,Solteiro(a),Feminino,Ensino Superior,13
13216,Jill,Moore,4-8-1966,Casado(a),Feminino,Ensino Superior,26
13217,Hunter,Simmons,7-16-1969,Casado(a),Masculino,Ensino Superior,9
13218,Jillian,Lopez,3-7-1969,Casado(a),Feminino,Ensino Superior,18
13219,Gabriel,Collins,3-5-1969,Casado(a),Masculino,Ensino Superior,20
13220,Rodney,Moreno,1-4-1965,Solteiro(a),Masculino,Mestrado,24
13221,Adam,Li,10-4-1965,Solteiro(a),Masculino,Mestrado,6
13222,Sara,Adams,2-4-1965,Solteiro(a),Feminino,Mestrado,10
13223,Miguel,Clark,4-9-1965,Solteiro(a),Masculino,Mestrado,25
13224,Brian,Bailey,4-19-1965,Solteiro(a),Masculino,Mestrado,3
13225,Emma,Richardson,9-20-1965,Solteiro(a),Feminino,Mestrado,30
13226,Zachary,Griffin,7-21-1965,Casado(a),Masculino,Ensino Superior,5
13227,Brianna,Henderson,9-21-1964,Solteiro(a),Feminino,Mestrado,14
13228,Lucas,Watson,9-16-1964,Solteiro(a),Masculino,Mestrado,18
13229,Russell,Rai,8-18-1964,Casado(a),Masculino,Mestrado,19
13230,Deanna,Torres,6-16-1964,Solteiro(a),Feminino,Mestrado,22
13231,Taylor,Hall,7-21-1964,Solteiro(a),Feminino,Mestrado,5
13232,Destiny,Walker,7-14-1964,Solteiro(a),Feminino,Mestrado,9
13233,Natalie,Allen,4-24-1964,Solteiro(a),Feminino,Mestrado,30
13234,Jennifer,Lopez,7-11-1964,Solteiro(a),Feminino,Mestrado,6
13235,Chloe,Kelly,4-18-1964,Solteiro(a),Feminino,Mestrado,16
13236,Miranda,Henderson,7-3-1963,Solteiro(a),Feminino,Mestrado,28
13237,Ashley,Moore,9-2-1963,Solteiro(a),Feminino,Mestrado,8
13238,Dylan,Martin,12-15-1963,Solteiro(a),Masculino,Mestrado,30
13239,Joanna,Dominguez,10-28-1963,Solteiro(a),Feminino,Mestrado,5
13240,Krista,Torres,5-8-1963,Solteiro(a),Feminino,Mestrado,12
13241,Priscilla,Anand,1-19-1963,Solteiro(a),Feminino,Mestrado,17
13242,Hunter,Williams,2-7-1963,Casado(a),Masculino,Mestrado,5
13243,Samuel,Hayes,6-21-1968,Solteiro(a),Masculino,Mestrado,4
13244,Connor,Turner,4-28-1968,Solteiro(a),Masculino,Mestrado,15
13245,Wyatt,Butler,10-26-1968,Solteiro(a),Masculino,Mestrado,21
13246,Brianna,James,4-27-1968,Solteiro(a),Feminino,Mestrado,14
13247,Sara,Hill,4-20-1968,Casado(a),Feminino,Ensino Superior,20
13248,Joan,Collins,10-19-1963,Casado(a),Feminino,Ensino Superior,14
13249,Gabriella,Mitchell,3-9-1962,Solteiro(a),Feminino,Mestrado,20
13250,Michael,Harris,10-27-1962,Solteiro(a),Masculino,Mestrado,26
13251,Kelly,Patterson,5-5-1962,Solteiro(a),Feminino,Mestrado,4
13252,Hailey,Hughes,8-24-1962,Solteiro(a),Feminino,Mestrado,17
13253,Jeremiah,Jones,5-4-1962,Casado(a),Masculino,Pós-graduação,6
13254,Mandy,Guo,6-14-1961,Casado(a),Feminino,Ensino Médio,19
13255,Andrea,Hall,5-27-1961,Casado(a),Feminino,Ensino Médio,19
13256,Ashley,Bryant,8-21-1961,Casado(a),Feminino,Ensino Médio,5
13257,Nicole,Reed,7-6-1961,Casado(a),Feminino,Pós-graduação,2
13258,Karen,Morgan,4-11-1961,Casado(a),Feminino,Pós-graduação,17
13259,Jeremiah,Harris,7-16-1960,Casado(a),Masculino,Pós-graduação,28
13260,Jacqueline,Diaz,11-11-1960,Casado(a),Feminino,Pós-graduação,22
13261,Ryan,Taylor,5-2-1967,Solteiro(a),Masculino,Pós-graduação,7
13262,Jordan,Li,7-13-1967,Solteiro(a),Masculino,Pós-graduação,15
13263,Brianna,Taylor,6-27-1967,Solteiro(a),Feminino,Pós-graduação,18
13264,Grace,Richardson,10-27-1960,Casado(a),Feminino,Pós-graduação,7
13265,Morgan,Morris,3-26-1960,Casado(a),Feminino,Ensino Médio,15
13266,Jennifer,Alexander,1-22-1960,Casado(a),Feminino,Ensino Médio,14
13267,Julian,Hughes,7-2-1960,Casado(a),Masculino,Pós-graduação,2
13268,Luke,Coleman,8-21-1967,Solteiro(a),Masculino,Pós-graduação,30
13269,Jason,Carter,4-15-1967,Solteiro(a),Masculino,Pós-graduação,21
13270,Jose,Li,9-17-1967,Solteiro(a),Masculino,Pós-graduação,16
13271,Micah,Liang,7-17-1967,Solteiro(a),Masculino,Pós-graduação,4
13272,Benjamin,Taylor,7-9-1967,Solteiro(a),Masculino,Ensino Superior,16
13273,Logan,White,1-7-1960,Casado(a),Masculino,Pós-graduação,27
13274,Caleb,Campbell,5-6-1960,Casado(a),Masculino,Pós-graduação,19
13275,Emma,Torres,10-2-1960,Casado(a),Feminino,Pós-graduação,13
13276,Tanya,Gill,8-19-1960,Casado(a),Feminino,Pós-graduação,26
13277,Erick,Sanchez,2-8-1959,Casado(a),Masculino,Pós-graduação,12
13278,Kristi,Schmidt,7-27-1959,Casado(a),Feminino,Pós-graduação,17
13279,Omar,Chen,8-25-1959,Casado(a),Masculino,Pós-graduação,30
13280,Sydney,Gray,1-22-1959,Casado(a),Feminino,Pós-graduação,25
13281,Sebastian,Sanchez,9-25-1959,Casado(a),Masculino,Pós-graduação,28
13282,Megan,Martin,2-8-1959,Casado(a),Feminino,Mestrado,29
